KnowledgeArticleId,Title,Summary,Answer__c,Question__c,Chat_Answer__c
kA030000000oPfECAU,全てのデバイスにWi-Fiが付いていますか？,全てのデバイスに内蔵ワイヤレスカードが搭載されており、Wi-FiとMi-Fiの機能が付いています。,"<span style=""font-size: 14px; "">お客様の情報は、個人情報保護法に基づいて、全てのデータが安全に管理されています。<br><br>下記は、個人情報保護法に関するよくある疑問と回答です。</span><br><br><br><br><span style=""font-size: 16px; "">Q1: 個人情報保護法の目的はどのようなものですか。</span><br><br>A1: 個人情報保護法は、個人情報の有用性に配慮しながら、個人の権利利益を保護することを目的としています。<br><br><br><span style=""font-size: 16px; "">Q2: 個人情報保護法によって、消費者にはどのようなメリットがあるのですか。</span><br><br>A2: 個人情報保護法によって、消費者は、事業者による個人情報の取扱いに不安を感じたような場合、自分に関する情報の開示や訂正、利用停止などを、その問題の事業者に求めることができるようになりました。また、個人情報の取扱いに関する苦情がある場合には、問題の事業者に直接申し出るだけではなく、認定個人情報保護団体や地方公共団体などに相談できるようになりました。<br><br><br><span style=""font-size: 16px; "">Q3: 個人情報保護とはどういうことですか。プライバシー保護とは違うのですか。</span><br><br>A3: 個人情報保護法は、個人情報取扱事業者が個人情報の適正な取扱いのルールを遵守することにより、プライバシーを含む個人の権利利益の侵害を未然に防止することを狙いとしています。したがって、個人情報の取扱いとは関係のないプライバシーの問題などは、この法律の対象とはなりません。プライバシー侵害などが実際に発生した後の個人の権利利益の救済については、従来どおり、民法上の不法行為や刑法上の名誉毀損罪などによって図られることになります。<br><br><br><span style=""font-size: 16px; "">Q4: 国の行政機関や地方自治体には、個人情報保護法は適用されるのですか。</span><br><br>A4: 個人情報保護法は、①官民を通じた個人情報の取扱いに関する基本理念などを定めた部分と、②民間の事業者における個人情報の取扱いのルールを定めた部分から構成されています。このうち、①については国の行政機関や地方公共団体にも関わりますが、②については民間部門のみを対象としています。<br><br>国の行政機関や地方公共団体における個人情報の取扱いのルールは、それぞれ、行政機関の保有する個人情報の保護に関する法律、各地方公共団体の個人情報保護条例で定められています。<br>",全てのデバイスにWi-Fiが付いていますか？,
kA030000000TxVICA0,振り込んだお金は返金可能ですか？,全額お支払い頂いていれば、返金することが可能です,"<span style=""font-size: 14px; "">お客様の情報は、個人情報保護法に基づいて、全てのデータが安全に管理されています。<br><br>下記は、個人情報保護法に関するよくある疑問と回答です。</span><br><br><br><br><span style=""font-size: 16px; "">Q1: 個人情報保護法の目的はどのようなものですか。</span><br><br>A1: 個人情報保護法は、個人情報の有用性に配慮しながら、個人の権利利益を保護することを目的としています。<br><br><br><span style=""font-size: 16px; "">Q2: 個人情報保護法によって、消費者にはどのようなメリットがあるのですか。</span><br><br>A2: 個人情報保護法によって、消費者は、事業者による個人情報の取扱いに不安を感じたような場合、自分に関する情報の開示や訂正、利用停止などを、その問題の事業者に求めることができるようになりました。また、個人情報の取扱いに関する苦情がある場合には、問題の事業者に直接申し出るだけではなく、認定個人情報保護団体や地方公共団体などに相談できるようになりました。<br><br><br><span style=""font-size: 16px; "">Q3: 個人情報保護とはどういうことですか。プライバシー保護とは違うのですか。</span><br><br>A3: 個人情報保護法は、個人情報取扱事業者が個人情報の適正な取扱いのルールを遵守することにより、プライバシーを含む個人の権利利益の侵害を未然に防止することを狙いとしています。したがって、個人情報の取扱いとは関係のないプライバシーの問題などは、この法律の対象とはなりません。プライバシー侵害などが実際に発生した後の個人の権利利益の救済については、従来どおり、民法上の不法行為や刑法上の名誉毀損罪などによって図られることになります。<br><br><br><span style=""font-size: 16px; "">Q4: 国の行政機関や地方自治体には、個人情報保護法は適用されるのですか。</span><br><br>A4: 個人情報保護法は、①官民を通じた個人情報の取扱いに関する基本理念などを定めた部分と、②民間の事業者における個人情報の取扱いのルールを定めた部分から構成されています。このうち、①については国の行政機関や地方公共団体にも関わりますが、②については民間部門のみを対象としています。<br><br>国の行政機関や地方公共団体における個人情報の取扱いのルールは、それぞれ、行政機関の保有する個人情報の保護に関する法律、各地方公共団体の個人情報保護条例で定められています。<br>",振り込んだお金は返金可能ですか？,
kA030000000TxV8CAK,支払い履歴はどこから確認できますか？,支払い履歴に関する情報をご説明します,"<span style=""font-size: 14px; "">お客様の情報は、個人情報保護法に基づいて、全てのデータが安全に管理されています。<br><br>下記は、個人情報保護法に関するよくある疑問と回答です。</span><br><br><br><br><span style=""font-size: 16px; "">Q1: 個人情報保護法の目的はどのようなものですか。</span><br><br>A1: 個人情報保護法は、個人情報の有用性に配慮しながら、個人の権利利益を保護することを目的としています。<br><br><br><span style=""font-size: 16px; "">Q2: 個人情報保護法によって、消費者にはどのようなメリットがあるのですか。</span><br><br>A2: 個人情報保護法によって、消費者は、事業者による個人情報の取扱いに不安を感じたような場合、自分に関する情報の開示や訂正、利用停止などを、その問題の事業者に求めることができるようになりました。また、個人情報の取扱いに関する苦情がある場合には、問題の事業者に直接申し出るだけではなく、認定個人情報保護団体や地方公共団体などに相談できるようになりました。<br><br><br><span style=""font-size: 16px; "">Q3: 個人情報保護とはどういうことですか。プライバシー保護とは違うのですか。</span><br><br>A3: 個人情報保護法は、個人情報取扱事業者が個人情報の適正な取扱いのルールを遵守することにより、プライバシーを含む個人の権利利益の侵害を未然に防止することを狙いとしています。したがって、個人情報の取扱いとは関係のないプライバシーの問題などは、この法律の対象とはなりません。プライバシー侵害などが実際に発生した後の個人の権利利益の救済については、従来どおり、民法上の不法行為や刑法上の名誉毀損罪などによって図られることになります。<br><br><br><span style=""font-size: 16px; "">Q4: 国の行政機関や地方自治体には、個人情報保護法は適用されるのですか。</span><br><br>A4: 個人情報保護法は、①官民を通じた個人情報の取扱いに関する基本理念などを定めた部分と、②民間の事業者における個人情報の取扱いのルールを定めた部分から構成されています。このうち、①については国の行政機関や地方公共団体にも関わりますが、②については民間部門のみを対象としています。<br><br>国の行政機関や地方公共団体における個人情報の取扱いのルールは、それぞれ、行政機関の保有する個人情報の保護に関する法律、各地方公共団体の個人情報保護条例で定められています。<br>",支払い履歴はどこから確認できますか？,
kA030000000TxVACA0,支払い方法にはどのような選択肢がありますか？,お受けしている支払い方法のご説明,"<span style=""font-size: 14px; "">お客様の情報は、個人情報保護法に基づいて、全てのデータが安全に管理されています。<br><br>下記は、個人情報保護法に関するよくある疑問と回答です。</span><br><br><br><br><span style=""font-size: 16px; "">Q1: 個人情報保護法の目的はどのようなものですか。</span><br><br>A1: 個人情報保護法は、個人情報の有用性に配慮しながら、個人の権利利益を保護することを目的としています。<br><br><br><span style=""font-size: 16px; "">Q2: 個人情報保護法によって、消費者にはどのようなメリットがあるのですか。</span><br><br>A2: 個人情報保護法によって、消費者は、事業者による個人情報の取扱いに不安を感じたような場合、自分に関する情報の開示や訂正、利用停止などを、その問題の事業者に求めることができるようになりました。また、個人情報の取扱いに関する苦情がある場合には、問題の事業者に直接申し出るだけではなく、認定個人情報保護団体や地方公共団体などに相談できるようになりました。<br><br><br><span style=""font-size: 16px; "">Q3: 個人情報保護とはどういうことですか。プライバシー保護とは違うのですか。</span><br><br>A3: 個人情報保護法は、個人情報取扱事業者が個人情報の適正な取扱いのルールを遵守することにより、プライバシーを含む個人の権利利益の侵害を未然に防止することを狙いとしています。したがって、個人情報の取扱いとは関係のないプライバシーの問題などは、この法律の対象とはなりません。プライバシー侵害などが実際に発生した後の個人の権利利益の救済については、従来どおり、民法上の不法行為や刑法上の名誉毀損罪などによって図られることになります。<br><br><br><span style=""font-size: 16px; "">Q4: 国の行政機関や地方自治体には、個人情報保護法は適用されるのですか。</span><br><br>A4: 個人情報保護法は、①官民を通じた個人情報の取扱いに関する基本理念などを定めた部分と、②民間の事業者における個人情報の取扱いのルールを定めた部分から構成されています。このうち、①については国の行政機関や地方公共団体にも関わりますが、②については民間部門のみを対象としています。<br><br>国の行政機関や地方公共団体における個人情報の取扱いのルールは、それぞれ、行政機関の保有する個人情報の保護に関する法律、各地方公共団体の個人情報保護条例で定められています。<br>",支払い方法にはどのような選択肢がありますか？,
kA030000000TxVKCA0,既存顧客なのですが、事前登録とはどういう意味ですか？,既存のお客様に対する事前登録の概要,"<span style=""font-size: 14px; "">お客様の情報は、個人情報保護法に基づいて、全てのデータが安全に管理されています。<br><br>下記は、個人情報保護法に関するよくある疑問と回答です。</span><br><br><br><br><span style=""font-size: 16px; "">Q1: 個人情報保護法の目的はどのようなものですか。</span><br><br>A1: 個人情報保護法は、個人情報の有用性に配慮しながら、個人の権利利益を保護することを目的としています。<br><br><br><span style=""font-size: 16px; "">Q2: 個人情報保護法によって、消費者にはどのようなメリットがあるのですか。</span><br><br>A2: 個人情報保護法によって、消費者は、事業者による個人情報の取扱いに不安を感じたような場合、自分に関する情報の開示や訂正、利用停止などを、その問題の事業者に求めることができるようになりました。また、個人情報の取扱いに関する苦情がある場合には、問題の事業者に直接申し出るだけではなく、認定個人情報保護団体や地方公共団体などに相談できるようになりました。<br><br><br><span style=""font-size: 16px; "">Q3: 個人情報保護とはどういうことですか。プライバシー保護とは違うのですか。</span><br><br>A3: 個人情報保護法は、個人情報取扱事業者が個人情報の適正な取扱いのルールを遵守することにより、プライバシーを含む個人の権利利益の侵害を未然に防止することを狙いとしています。したがって、個人情報の取扱いとは関係のないプライバシーの問題などは、この法律の対象とはなりません。プライバシー侵害などが実際に発生した後の個人の権利利益の救済については、従来どおり、民法上の不法行為や刑法上の名誉毀損罪などによって図られることになります。<br><br><br><span style=""font-size: 16px; "">Q4: 国の行政機関や地方自治体には、個人情報保護法は適用されるのですか。</span><br><br>A4: 個人情報保護法は、①官民を通じた個人情報の取扱いに関する基本理念などを定めた部分と、②民間の事業者における個人情報の取扱いのルールを定めた部分から構成されています。このうち、①については国の行政機関や地方公共団体にも関わりますが、②については民間部門のみを対象としています。<br><br>国の行政機関や地方公共団体における個人情報の取扱いのルールは、それぞれ、行政機関の保有する個人情報の保護に関する法律、各地方公共団体の個人情報保護条例で定められています。<br>",事前登録とはどういう意味ですか？,
kA030000000TxVJCA0,登録が完了したことを確認するにはどうしたらいいですか？,登録が完了したら、登録完了Eメールが自動送信されます,"<span style=""font-size: 14px; "">お客様の情報は、個人情報保護法に基づいて、全てのデータが安全に管理されています。<br><br>下記は、個人情報保護法に関するよくある疑問と回答です。</span><br><br><br><br><span style=""font-size: 16px; "">Q1: 個人情報保護法の目的はどのようなものですか。</span><br><br>A1: 個人情報保護法は、個人情報の有用性に配慮しながら、個人の権利利益を保護することを目的としています。<br><br><br><span style=""font-size: 16px; "">Q2: 個人情報保護法によって、消費者にはどのようなメリットがあるのですか。</span><br><br>A2: 個人情報保護法によって、消費者は、事業者による個人情報の取扱いに不安を感じたような場合、自分に関する情報の開示や訂正、利用停止などを、その問題の事業者に求めることができるようになりました。また、個人情報の取扱いに関する苦情がある場合には、問題の事業者に直接申し出るだけではなく、認定個人情報保護団体や地方公共団体などに相談できるようになりました。<br><br><br><span style=""font-size: 16px; "">Q3: 個人情報保護とはどういうことですか。プライバシー保護とは違うのですか。</span><br><br>A3: 個人情報保護法は、個人情報取扱事業者が個人情報の適正な取扱いのルールを遵守することにより、プライバシーを含む個人の権利利益の侵害を未然に防止することを狙いとしています。したがって、個人情報の取扱いとは関係のないプライバシーの問題などは、この法律の対象とはなりません。プライバシー侵害などが実際に発生した後の個人の権利利益の救済については、従来どおり、民法上の不法行為や刑法上の名誉毀損罪などによって図られることになります。<br><br><br><span style=""font-size: 16px; "">Q4: 国の行政機関や地方自治体には、個人情報保護法は適用されるのですか。</span><br><br>A4: 個人情報保護法は、①官民を通じた個人情報の取扱いに関する基本理念などを定めた部分と、②民間の事業者における個人情報の取扱いのルールを定めた部分から構成されています。このうち、①については国の行政機関や地方公共団体にも関わりますが、②については民間部門のみを対象としています。<br><br>国の行政機関や地方公共団体における個人情報の取扱いのルールは、それぞれ、行政機関の保有する個人情報の保護に関する法律、各地方公共団体の個人情報保護条例で定められています。<br>",登録が完了したことを確認するにはどうしたらいいですか？,
kA030000000TxVBCA0,製品の詳細を見るにはどうしたらいいですか？,製品ページの右上に詳細ページへのリンクがあります,"<span style=""font-size: 14px; "">お客様の情報は、個人情報保護法に基づいて、全てのデータが安全に管理されています。<br><br>下記は、個人情報保護法に関するよくある疑問と回答です。</span><br><br><br><br><span style=""font-size: 16px; "">Q1: 個人情報保護法の目的はどのようなものですか。</span><br><br>A1: 個人情報保護法は、個人情報の有用性に配慮しながら、個人の権利利益を保護することを目的としています。<br><br><br><span style=""font-size: 16px; "">Q2: 個人情報保護法によって、消費者にはどのようなメリットがあるのですか。</span><br><br>A2: 個人情報保護法によって、消費者は、事業者による個人情報の取扱いに不安を感じたような場合、自分に関する情報の開示や訂正、利用停止などを、その問題の事業者に求めることができるようになりました。また、個人情報の取扱いに関する苦情がある場合には、問題の事業者に直接申し出るだけではなく、認定個人情報保護団体や地方公共団体などに相談できるようになりました。<br><br><br><span style=""font-size: 16px; "">Q3: 個人情報保護とはどういうことですか。プライバシー保護とは違うのですか。</span><br><br>A3: 個人情報保護法は、個人情報取扱事業者が個人情報の適正な取扱いのルールを遵守することにより、プライバシーを含む個人の権利利益の侵害を未然に防止することを狙いとしています。したがって、個人情報の取扱いとは関係のないプライバシーの問題などは、この法律の対象とはなりません。プライバシー侵害などが実際に発生した後の個人の権利利益の救済については、従来どおり、民法上の不法行為や刑法上の名誉毀損罪などによって図られることになります。<br><br><br><span style=""font-size: 16px; "">Q4: 国の行政機関や地方自治体には、個人情報保護法は適用されるのですか。</span><br><br>A4: 個人情報保護法は、①官民を通じた個人情報の取扱いに関する基本理念などを定めた部分と、②民間の事業者における個人情報の取扱いのルールを定めた部分から構成されています。このうち、①については国の行政機関や地方公共団体にも関わりますが、②については民間部門のみを対象としています。<br><br>国の行政機関や地方公共団体における個人情報の取扱いのルールは、それぞれ、行政機関の保有する個人情報の保護に関する法律、各地方公共団体の個人情報保護条例で定められています。<br>",製品の詳細を見るにはどうしたらいいですか？,
kA030000000TxV9CAK,請求履歴はどこから確認できますか？,請求履歴の管理方法をご説明します,"<span style=""font-size: 14px; "">お客様の情報は、個人情報保護法に基づいて、全てのデータが安全に管理されています。<br><br>下記は、個人情報保護法に関するよくある疑問と回答です。</span><br><br><br><br><span style=""font-size: 16px; "">Q1: 個人情報保護法の目的はどのようなものですか。</span><br><br>A1: 個人情報保護法は、個人情報の有用性に配慮しながら、個人の権利利益を保護することを目的としています。<br><br><br><span style=""font-size: 16px; "">Q2: 個人情報保護法によって、消費者にはどのようなメリットがあるのですか。</span><br><br>A2: 個人情報保護法によって、消費者は、事業者による個人情報の取扱いに不安を感じたような場合、自分に関する情報の開示や訂正、利用停止などを、その問題の事業者に求めることができるようになりました。また、個人情報の取扱いに関する苦情がある場合には、問題の事業者に直接申し出るだけではなく、認定個人情報保護団体や地方公共団体などに相談できるようになりました。<br><br><br><span style=""font-size: 16px; "">Q3: 個人情報保護とはどういうことですか。プライバシー保護とは違うのですか。</span><br><br>A3: 個人情報保護法は、個人情報取扱事業者が個人情報の適正な取扱いのルールを遵守することにより、プライバシーを含む個人の権利利益の侵害を未然に防止することを狙いとしています。したがって、個人情報の取扱いとは関係のないプライバシーの問題などは、この法律の対象とはなりません。プライバシー侵害などが実際に発生した後の個人の権利利益の救済については、従来どおり、民法上の不法行為や刑法上の名誉毀損罪などによって図られることになります。<br><br><br><span style=""font-size: 16px; "">Q4: 国の行政機関や地方自治体には、個人情報保護法は適用されるのですか。</span><br><br>A4: 個人情報保護法は、①官民を通じた個人情報の取扱いに関する基本理念などを定めた部分と、②民間の事業者における個人情報の取扱いのルールを定めた部分から構成されています。このうち、①については国の行政機関や地方公共団体にも関わりますが、②については民間部門のみを対象としています。<br><br>国の行政機関や地方公共団体における個人情報の取扱いのルールは、それぞれ、行政機関の保有する個人情報の保護に関する法律、各地方公共団体の個人情報保護条例で定められています。<br>",請求履歴はどこから確認できますか？,
kA030000000TxVECA0,請求明細書はどうしたら見れますか？,請求明細書のリクエスト方法,"<span style=""font-size: 14px; "">お客様の情報は、個人情報保護法に基づいて、全てのデータが安全に管理されています。<br><br>下記は、個人情報保護法に関するよくある疑問と回答です。</span><br><br><br><br><span style=""font-size: 16px; "">Q1: 個人情報保護法の目的はどのようなものですか。</span><br><br>A1: 個人情報保護法は、個人情報の有用性に配慮しながら、個人の権利利益を保護することを目的としています。<br><br><br><span style=""font-size: 16px; "">Q2: 個人情報保護法によって、消費者にはどのようなメリットがあるのですか。</span><br><br>A2: 個人情報保護法によって、消費者は、事業者による個人情報の取扱いに不安を感じたような場合、自分に関する情報の開示や訂正、利用停止などを、その問題の事業者に求めることができるようになりました。また、個人情報の取扱いに関する苦情がある場合には、問題の事業者に直接申し出るだけではなく、認定個人情報保護団体や地方公共団体などに相談できるようになりました。<br><br><br><span style=""font-size: 16px; "">Q3: 個人情報保護とはどういうことですか。プライバシー保護とは違うのですか。</span><br><br>A3: 個人情報保護法は、個人情報取扱事業者が個人情報の適正な取扱いのルールを遵守することにより、プライバシーを含む個人の権利利益の侵害を未然に防止することを狙いとしています。したがって、個人情報の取扱いとは関係のないプライバシーの問題などは、この法律の対象とはなりません。プライバシー侵害などが実際に発生した後の個人の権利利益の救済については、従来どおり、民法上の不法行為や刑法上の名誉毀損罪などによって図られることになります。<br><br><br><span style=""font-size: 16px; "">Q4: 国の行政機関や地方自治体には、個人情報保護法は適用されるのですか。</span><br><br>A4: 個人情報保護法は、①官民を通じた個人情報の取扱いに関する基本理念などを定めた部分と、②民間の事業者における個人情報の取扱いのルールを定めた部分から構成されています。このうち、①については国の行政機関や地方公共団体にも関わりますが、②については民間部門のみを対象としています。<br><br>国の行政機関や地方公共団体における個人情報の取扱いのルールは、それぞれ、行政機関の保有する個人情報の保護に関する法律、各地方公共団体の個人情報保護条例で定められています。<br>",請求明細書はどうしたら見れますか？,
kA030000000TxVCCA0,運送保険は付いていますか？,はい、運送保険は全ての配送物に付いています,"<span style=""font-size: 14px; "">お客様の情報は、個人情報保護法に基づいて、全てのデータが安全に管理されています。<br><br>下記は、個人情報保護法に関するよくある疑問と回答です。</span><br><br><br><br><span style=""font-size: 16px; "">Q1: 個人情報保護法の目的はどのようなものですか。</span><br><br>A1: 個人情報保護法は、個人情報の有用性に配慮しながら、個人の権利利益を保護することを目的としています。<br><br><br><span style=""font-size: 16px; "">Q2: 個人情報保護法によって、消費者にはどのようなメリットがあるのですか。</span><br><br>A2: 個人情報保護法によって、消費者は、事業者による個人情報の取扱いに不安を感じたような場合、自分に関する情報の開示や訂正、利用停止などを、その問題の事業者に求めることができるようになりました。また、個人情報の取扱いに関する苦情がある場合には、問題の事業者に直接申し出るだけではなく、認定個人情報保護団体や地方公共団体などに相談できるようになりました。<br><br><br><span style=""font-size: 16px; "">Q3: 個人情報保護とはどういうことですか。プライバシー保護とは違うのですか。</span><br><br>A3: 個人情報保護法は、個人情報取扱事業者が個人情報の適正な取扱いのルールを遵守することにより、プライバシーを含む個人の権利利益の侵害を未然に防止することを狙いとしています。したがって、個人情報の取扱いとは関係のないプライバシーの問題などは、この法律の対象とはなりません。プライバシー侵害などが実際に発生した後の個人の権利利益の救済については、従来どおり、民法上の不法行為や刑法上の名誉毀損罪などによって図られることになります。<br><br><br><span style=""font-size: 16px; "">Q4: 国の行政機関や地方自治体には、個人情報保護法は適用されるのですか。</span><br><br>A4: 個人情報保護法は、①官民を通じた個人情報の取扱いに関する基本理念などを定めた部分と、②民間の事業者における個人情報の取扱いのルールを定めた部分から構成されています。このうち、①については国の行政機関や地方公共団体にも関わりますが、②については民間部門のみを対象としています。<br><br>国の行政機関や地方公共団体における個人情報の取扱いのルールは、それぞれ、行政機関の保有する個人情報の保護に関する法律、各地方公共団体の個人情報保護条例で定められています。<br>",運送保険は付いていますか？,
kA030000000TxVNCA0,配送状況の確認方法を教えてください。,配送状況の確認方法は簡単です,"<span style=""font-size: 14px; "">お客様の情報は、個人情報保護法に基づいて、全てのデータが安全に管理されています。<br><br>下記は、個人情報保護法に関するよくある疑問と回答です。</span><br><br><br><br><span style=""font-size: 16px; "">Q1: 個人情報保護法の目的はどのようなものですか。</span><br><br>A1: 個人情報保護法は、個人情報の有用性に配慮しながら、個人の権利利益を保護することを目的としています。<br><br><br><span style=""font-size: 16px; "">Q2: 個人情報保護法によって、消費者にはどのようなメリットがあるのですか。</span><br><br>A2: 個人情報保護法によって、消費者は、事業者による個人情報の取扱いに不安を感じたような場合、自分に関する情報の開示や訂正、利用停止などを、その問題の事業者に求めることができるようになりました。また、個人情報の取扱いに関する苦情がある場合には、問題の事業者に直接申し出るだけではなく、認定個人情報保護団体や地方公共団体などに相談できるようになりました。<br><br><br><span style=""font-size: 16px; "">Q3: 個人情報保護とはどういうことですか。プライバシー保護とは違うのですか。</span><br><br>A3: 個人情報保護法は、個人情報取扱事業者が個人情報の適正な取扱いのルールを遵守することにより、プライバシーを含む個人の権利利益の侵害を未然に防止することを狙いとしています。したがって、個人情報の取扱いとは関係のないプライバシーの問題などは、この法律の対象とはなりません。プライバシー侵害などが実際に発生した後の個人の権利利益の救済については、従来どおり、民法上の不法行為や刑法上の名誉毀損罪などによって図られることになります。<br><br><br><span style=""font-size: 16px; "">Q4: 国の行政機関や地方自治体には、個人情報保護法は適用されるのですか。</span><br><br>A4: 個人情報保護法は、①官民を通じた個人情報の取扱いに関する基本理念などを定めた部分と、②民間の事業者における個人情報の取扱いのルールを定めた部分から構成されています。このうち、①については国の行政機関や地方公共団体にも関わりますが、②については民間部門のみを対象としています。<br><br>国の行政機関や地方公共団体における個人情報の取扱いのルールは、それぞれ、行政機関の保有する個人情報の保護に関する法律、各地方公共団体の個人情報保護条例で定められています。<br>",配送状況の確認方法を教えてください。,
